5,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,13,13,13,13,13,0,13,13,13,13,6
12,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,12
12,-1,-1,-1,-1,-1,-1,10,16,-1,-1,-1,-1,-1,-1,-1,16,-1,10,-1,-1,-1,-1,16,-1,-1,8,-1,-1,16,-1,12
12,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,43,-1,39,-1,-1,12
12,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,9,6,-1,-1,-1,-1,12
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,12
12,-1,-1,-1,-1,-1,5,13,13,13,13,13,13,13,13,13,13,13,13,13,2,13,13,13,13,0,2,13,13,13,13,1
12,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,12
12,-1,5,0,6,-1,12,-1,-1,-1,-1,-1,-1,-1,5,6,-1,-1,5,6,-1,-1,-1,-1,-1,22,-1,-1,-1,16,-1,12
12,-1,3,14,1,-1,12,-1,-1,9,13,6,-1,-1,3,14,0,0,14,1,-1,16,-1,-1,-1,19,-1,-1,10,-1,-1,12
12,-1,4,2,7,-1,12,-1,-1,-1,-1,12,-1,-1,4,2,2,2,2,7,-1,-1,-1,-1,-1,19,-1,-1,12,-1,-1,12
12,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,-1,-1,12,-1,-1,12
12,-1,-1,-1,-1,38,12,44,-1,-1,-1,12,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,-1,-1,12,-1,-1,12
12,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,12,-1,-1,12
12,-1,5,0,6,-1,12,-1,-1,-1,-1,12,-1,-1,5,0,0,0,0,6,-1,-1,-1,-1,-1,12,-1,-1,12,-1,-1,12
12,-1,3,14,1,-1,12,-1,-1,9,13,7,-1,-1,3,14,2,2,14,1,-1,-1,-1,16,-1,12,-1,-1,12,-1,-1,12
12,-1,4,2,7,-1,12,-1,-1,-1,-1,-1,-1,-1,4,7,-1,-1,4,7,-1,-1,-1,-1,-1,12,-1,-1,12,-1,-1,12
12,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,8,-1,-1,12
12,-1,-1,-1,-1,-1,4,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,7,-1,-1,-1,16,-1,12
12,-1,-1,-1,-1,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
12,-1,-1,-1,-1,15,-1,-1,15,-1,-1,15,-1,-1,15,-1,-1,15,-1,-1,15,-1,-1,15,-1,-1,15,-1,-1,-1,-1,12
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,13,12
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,-1,12
12,-1,16,-1,-1,-1,5,13,13,13,13,13,20,18,18,18,18,21,13,13,13,13,13,0,13,13,13,13,13,7,-1,12
12,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,12
12,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,16,-1,-1,-1,-1,-1,12
12,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,12,-1,-1,-1,-1,-1,-1,-1,12
12,-1,-1,-1,16,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,17,-1,44,-1,-1,-1,-1,12
12,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,13,13,13,13,13,13,13,1
12,-1,-1,-1,-1,-1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,36,12
4,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,7
