-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,56,56,57,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,-1,56,56,56,56,56,-1,56,56,56,56,-1
-1,56,56,56,56,56,-1,56,57,56,56,56,56,56,56,56,58,56,-1,56,-1,-1,56,57,56,56,-1,56,56,57,56,-1
-1,56,56,56,56,56,-1,56,56,56,56,56,56,56,56,56,56,56,-1,56,56,56,56,56,56,56,56,56,56,56,56,-1
-1,56,56,56,56,56,-1,56,59,56,56,56,56,56,56,56,60,56,-1,56,-1,-1,56,56,56,-1,-1,56,56,56,56,-1
-1,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,-1,56,56,60,56,56,-1,56,56,60,56,-1
-1,56,56,56,56,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,56,56,56,56,56,-1,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,-1,56,56,56,56,56,-1
-1,56,-1,-1,-1,56,-1,56,56,56,56,56,56,56,-1,-1,56,56,-1,-1,56,56,56,56,56,-1,56,57,56,58,56,-1
-1,56,-1,-1,-1,56,-1,56,56,-1,-1,-1,56,56,-1,-1,-1,-1,-1,-1,56,59,56,57,56,56,56,56,-1,56,56,-1
-1,56,-1,-1,-1,56,-1,56,56,56,56,-1,56,56,-1,-1,-1,-1,-1,-1,56,56,56,56,56,56,56,56,-1,56,56,-1
-1,56,56,56,56,56,-1,56,56,56,56,-1,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,-1,56,56,-1
-1,56,56,56,56,58,-1,56,56,56,56,-1,56,56,59,56,56,56,56,58,56,56,56,56,56,-1,56,56,-1,56,56,-1
-1,56,56,56,56,56,-1,56,56,56,56,-1,56,56,56,56,56,56,56,56,56,56,56,56,56,-1,56,56,-1,56,56,-1
-1,56,-1,-1,-1,56,-1,56,56,56,56,-1,56,56,-1,-1,-1,-1,-1,-1,56,56,56,56,56,-1,56,56,-1,56,56,-1
-1,56,-1,-1,-1,56,-1,56,56,-1,-1,-1,56,56,-1,-1,-1,-1,-1,-1,56,60,56,58,56,-1,56,56,-1,56,56,-1
-1,56,-1,-1,-1,56,-1,56,56,56,56,56,56,56,-1,-1,56,56,-1,-1,56,56,56,56,56,-1,56,56,-1,56,56,-1
-1,56,56,56,56,56,-1,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,-1,56,56,-1,56,56,-1
-1,56,56,56,56,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,59,56,60,56,-1
-1,56,56,56,56,56,56,56,57,56,56,56,56,56,56,56,56,56,56,56,57,56,56,56,56,56,56,56,56,56,56,-1
-1,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,-1
-1,56,56,56,56,-1,56,56,-1,56,56,-1,56,56,-1,56,56,-1,56,56,-1,56,56,-1,56,56,-1,56,56,56,56,-1
-1,56,56,56,56,56,56,56,56,56,56,56,59,56,56,56,56,58,56,56,56,56,56,56,56,56,56,56,56,-1,-1,-1
-1,56,56,56,56,56,56,56,56,56,56,56,59,56,56,56,56,58,56,56,56,56,56,56,56,56,56,56,56,56,56,-1
-1,56,57,56,58,56,-1,-1,-1,-1,-1,-1,-1,56,56,56,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,-1
-1,56,56,56,56,56,-1,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,-1,56,56,56,56,56,56,56,-1
-1,56,56,56,56,56,-1,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,-1,56,59,56,56,56,58,56,-1
-1,56,56,56,56,56,-1,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,58,-1,56,56,56,56,56,56,56,-1
-1,56,59,56,60,56,-1,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,-1,56,56,56,56,56,56,56,-1
-1,56,56,56,56,56,-1,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
